SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
733,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,26-06-2024 15:00,6
734,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,22-07-2024 13:00,5
735,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-07-2024 04:00,0.5
736,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-07-2024 07:00,1
737,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,26-07-2024 08:00,0.5
738,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-07-2024 16:00,2
739,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2024 20:00,0.5
740,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2024 22:00,1.5
741,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 04:00,2
742,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 05:00,0.5
743,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 08:00,2.5
744,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 09:00,0.5
745,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 10:00,0.5
746,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 12:00,1
747,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 13:00,0.5
748,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 14:00,6
749,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 15:00,2.5
750,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 17:00,3
751,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 20:00,1.5
752,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-12-2024 23:00,0.5
753,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,11-01-2025 17:00,0.5
754,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,11-01-2025 18:00,0.5
755,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,11-01-2025 19:00,0.5
756,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,16-01-2025 06:00,0.5
757,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,01-03-2025 06:00,3
758,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,11-04-2025 20:00,0.5
759,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,18-04-2025 20:00,1
760,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,18-04-2025 21:00,1.5
761,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-05-2025 08:00,3
762,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,13-05-2025 17:00,2
763,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,13-05-2025 20:00,0.5
764,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,17-05-2025 15:00,0.5
765,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,21-05-2025 20:00,4
766,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,25-05-2025 04:00,2
767,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,26-05-2025 06:00,0.5
768,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,23-06-2025 19:00,4.5
769,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,29-06-2025 11:00,6
770,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,29-06-2025 12:00,0.5
771,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,07-07-2025 08:00,1.5
772,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-07-2025 06:00,0.5
773,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-07-2025 20:00,13.5
774,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-07-2025 21:00,18.5
775,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-07-2025 22:00,1.5
776,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-07-2025 23:00,0.5
777,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-07-2025 00:00,0.5
778,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-07-2025 06:00,0.5
779,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-07-2025 07:00,1
780,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-07-2025 08:00,1
781,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,11-07-2025 12:00,2.5
782,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,12-07-2025 15:00,1.5
783,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,14-07-2025 23:00,0.5
784,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,21-07-2025 16:00,2.5
785,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,21-07-2025 17:00,3
786,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,22-07-2025 11:00,32
787,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,22-07-2025 12:00,11
788,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-07-2025 07:00,6.5
789,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,29-07-2025 08:00,4.5
790,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,29-07-2025 09:00,1
791,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,30-07-2025 09:00,1
792,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,30-07-2025 16:00,2
793,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,30-07-2025 22:00,3
794,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 00:00,0.5
795,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 01:00,0.5
796,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 02:00,1
797,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 03:00,1
798,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 06:00,0.5
799,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 10:00,1.5
800,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-07-2025 13:00,4
801,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-08-2025 01:00,0.5
802,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-08-2025 02:00,0.5
803,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-08-2025 03:00,1.5
804,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-08-2025 07:00,0.5
805,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,08-08-2025 23:00,1.5
806,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 00:00,0.5
807,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 07:00,7
808,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 08:00,12.5
809,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 09:00,12.5
810,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 10:00,4.5
811,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-08-2025 15:00,0.5
812,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,18-08-2025 09:00,3
813,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-08-2025 12:00,0.5
814,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-08-2025 14:00,0.5
815,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-08-2025 16:00,3.5
816,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,24-08-2025 21:00,2
817,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,27-08-2025 12:00,0.5
818,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,28-08-2025 16:00,4
819,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,28-08-2025 17:00,0.5
820,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,01-09-2025 18:00,0.5
821,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-09-2025 12:00,2.5
822,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-09-2025 14:00,5
823,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-09-2025 17:00,3
824,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-09-2025 18:00,0.5
825,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,02-09-2025 19:00,0.5
826,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-09-2025 04:00,0.5
827,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-09-2025 15:00,5.5
828,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-09-2025 16:00,0.5
829,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,03-09-2025 18:00,0.5
830,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,05-09-2025 15:00,3
831,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,06-10-2025 01:00,0.5
832,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,06-10-2025 02:00,0.5
833,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,06-10-2025 12:00,1.5
834,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,06-10-2025 18:00,0.5
835,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,07-10-2025 04:00,0.5
836,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,07-10-2025 05:00,0.5
837,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,07-10-2025 16:00,22
838,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,07-10-2025 18:00,0.5
